file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CG5_S179.non.host.R1.fastq.gz	FASTQ	DNA	17542544	2613977541	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CG6_S183.non.host.R1.fastq.gz	FASTQ	DNA	41832040	6237115369	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CG7_S187.non.host.R1.fastq.gz	FASTQ	DNA	47920960	7149189388	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CG8_S191.non.host.R1.fastq.gz	FASTQ	DNA	47945598	7155478208	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CG9_S195.non.host.R1.fastq.gz	FASTQ	DNA	55723186	8317467739	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS10_S198.non.host.R1.fastq.gz	FASTQ	DNA	103771034	15490215948	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS11_S202.non.host.R1.fastq.gz	FASTQ	DNA	46352488	6907738082	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS1_S162.non.host.R1.fastq.gz	FASTQ	DNA	47793905	7138360187	36	149.4	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS2_S166.non.host.R1.fastq.gz	FASTQ	DNA	52550569	7849827110	36	149.4	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS3_S170.non.host.R1.fastq.gz	FASTQ	DNA	58122724	8679913990	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS4_S174.non.host.R1.fastq.gz	FASTQ	DNA	65539695	9786907953	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS5_S178.non.host.R1.fastq.gz	FASTQ	DNA	47745938	7127975440	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS6_S182.non.host.R1.fastq.gz	FASTQ	DNA	41420380	6180692644	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS7_S186.non.host.R1.fastq.gz	FASTQ	DNA	65820320	9821299309	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS8_S190.non.host.R1.fastq.gz	FASTQ	DNA	49051094	7319810347	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CS9_S194.non.host.R1.fastq.gz	FASTQ	DNA	90474682	13506745683	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CT12_S206.non.host.R1.fastq.gz	FASTQ	DNA	45044602	6721481357	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CT13_S210.non.host.R1.fastq.gz	FASTQ	DNA	42606546	6348549442	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CT14_S214.non.host.R1.fastq.gz	FASTQ	DNA	10563200	1571263955	36	148.7	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CT15_S218.non.host.R1.fastq.gz	FASTQ	DNA	18324700	2729410800	36	148.9	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-CT16_S222.non.host.R1.fastq.gz	FASTQ	DNA	13954513	2078659142	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG10_S201.non.host.R1.fastq.gz	FASTQ	DNA	42707016	6368637630	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG11_S205.non.host.R1.fastq.gz	FASTQ	DNA	38247457	5704220887	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG12_S207.non.host.R1.fastq.gz	FASTQ	DNA	53724935	8012367019	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG13_S211.non.host.R1.fastq.gz	FASTQ	DNA	47227912	7050622744	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG14_S215.non.host.R1.fastq.gz	FASTQ	DNA	49371298	7367189128	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG15_S219.non.host.R1.fastq.gz	FASTQ	DNA	52474421	7828528683	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG16_S223.non.host.R1.fastq.gz	FASTQ	DNA	60673460	9057530553	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG1_S165.non.host.R1.fastq.gz	FASTQ	DNA	45620429	6805563754	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG2_S169.non.host.R1.fastq.gz	FASTQ	DNA	48871850	7282820418	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG3_S173.non.host.R1.fastq.gz	FASTQ	DNA	56244366	8385621608	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG4_S177.non.host.R1.fastq.gz	FASTQ	DNA	55606602	8295926299	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG5_S181.non.host.R1.fastq.gz	FASTQ	DNA	51667398	7711307670	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG6_S185.non.host.R1.fastq.gz	FASTQ	DNA	55025882	8209558160	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG7_S189.non.host.R1.fastq.gz	FASTQ	DNA	46768000	6972384713	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG8_S193.non.host.R1.fastq.gz	FASTQ	DNA	35756699	5332664881	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RG9_S197.non.host.R1.fastq.gz	FASTQ	DNA	56218449	8391465413	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RP2_S226.non.host.R1.fastq.gz	FASTQ	DNA	60582007	9034596345	36	149.1	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RP8_S227.non.host.R1.fastq.gz	FASTQ	DNA	52808828	7856391990	36	148.8	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS10_S200.non.host.R1.fastq.gz	FASTQ	DNA	70757029	10559695221	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS11_S204.non.host.R1.fastq.gz	FASTQ	DNA	49402808	7371828188	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS1_S164.non.host.R1.fastq.gz	FASTQ	DNA	57720673	8615198257	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS2_S168.non.host.R1.fastq.gz	FASTQ	DNA	43997112	6565790767	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS3_S172.non.host.R1.fastq.gz	FASTQ	DNA	36719869	5481373967	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS4_S176.non.host.R1.fastq.gz	FASTQ	DNA	51371343	7670500518	36	149.3	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS5_S180.non.host.R1.fastq.gz	FASTQ	DNA	47732547	7122267688	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS6_S184.non.host.R1.fastq.gz	FASTQ	DNA	38820266	5773493881	36	148.7	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS7_S188.non.host.R1.fastq.gz	FASTQ	DNA	41319762	6164237447	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS8_S192.non.host.R1.fastq.gz	FASTQ	DNA	55096353	8230178091	36	149.4	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RS9_S196.non.host.R1.fastq.gz	FASTQ	DNA	55126668	8227557539	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RT12_S209.non.host.R1.fastq.gz	FASTQ	DNA	59000323	8802917220	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RT13_S213.non.host.R1.fastq.gz	FASTQ	DNA	47029912	7009550532	36	149.0	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RT14_S217.non.host.R1.fastq.gz	FASTQ	DNA	42084909	6278910931	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RT15_S221.non.host.R1.fastq.gz	FASTQ	DNA	73043561	10899973356	36	149.2	151
HFT_pipeline_result/HostRemoval/NonHostFastq/HFTR-TE-RT16_S225.non.host.R1.fastq.gz	FASTQ	DNA	46131755	6881547183	36	149.2	151
